,ref,ref_num,img,img_num,dist,qual,mos,dist_name,ocr_algo,target,cer,cer_comp,mos_fitted_total,model_params_total,mos_comp_fitted_total,model_params_comp_total,mos_fitted_total_overall,model_params_total_overall,mos_comp_fitted_total_overall,model_params_comp_total_overall,pearson,pearson_fitted,pearson_overall,pearson_fitted_overall,spearmanr,spearmanr_fitted,spearmanr_overall,spearmanr_fitted_overall,rmse,rmse_fitted,rmse_overall,rmse_fitted_overall
10,SCI03,3,SCI03_1_1,3,1,1,62.70532762,GN,ezocr,gt,0.16213847502191062,83.78615249780894,45.86794361716127,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.868834728051375,[45.86883473 30.35372811 67.07516325 -0.34362565],55.06947167070708,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.062850495634606,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
11,SCI03,3,SCI03_1_2,3,1,2,45.28611007,GN,ezocr,gt,0.1375985977212971,86.24014022787028,45.86794361716127,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.868834728051375,[45.86883473 30.35372811 67.07516325 -0.34362565],55.06947167088497,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.06285049576686,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
12,SCI03,3,SCI03_1_3,3,1,3,40.54332596,GN,ezocr,gt,0.13496932515337423,86.50306748466258,45.86794361716127,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.868834728051375,[45.86883473 30.35372811 67.07516325 -0.34362565],55.06947167088673,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.06285049576813,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
13,SCI03,3,SCI03_1_4,3,1,4,31.87244823,GN,ezocr,gt,0.18492550394390886,81.50744960560911,45.86794361716127,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.868834728051375,[45.86883473 30.35372811 67.07516325 -0.34362565],55.0694716662274,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.062850492186726,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
14,SCI03,3,SCI03_1_5,3,1,5,28.98922561,GN,ezocr,gt,0.2892199824715162,71.07800175284838,45.867793475481015,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.868699294504,[45.86883473 30.35372811 67.07516325 -0.34362565],55.05691386198184,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.0515495082377,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
15,SCI04,4,SCI04_1_1,4,1,1,67.76944373,GN,ezocr,gt,0.3132530120481928,68.67469879518072,45.715898843931825,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.722598809244644,[45.86883473 30.35372811 67.07516325 -0.34362565],54.695147753931835,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],54.71313392199973,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
16,SCI04,4,SCI04_1_2,4,1,2,55.51527101,GN,ezocr,gt,0.2429718875502008,75.70281124497991,45.86794361691879,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.8688347278579,[45.86883473 30.35372811 67.07516325 -0.34362565],55.069453984018814,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.06283565473335,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
17,SCI04,4,SCI04_1_3,4,1,3,45.55747342,GN,ezocr,gt,0.21285140562248997,78.714859437751,45.86794361716123,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.86883472805135,[45.86883473 30.35372811 67.07516325 -0.34362565],55.069471425129954,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.06285029873274,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
18,SCI04,4,SCI04_1_4,4,1,4,31.43125571,GN,ezocr,gt,0.21485943775100402,78.5140562248996,45.8679436171612,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.86883472805132,[45.86883473 30.35372811 67.07516325 -0.34362565],55.06947134406083,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.06285023293907,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
19,SCI04,4,SCI04_1_5,4,1,5,30.63541506,GN,ezocr,gt,0.21887550200803213,78.11244979919678,45.86794361716104,[3.03610891e+01 4.58679436e+01 3.29257274e-01 3.46787223e-03],45.8688347280512,[45.86883473 30.35372811 67.07516325 -0.34362565],55.069471092874224,[3.38463098e+01 5.50694717e+01 3.41568269e-01 7.04371554e-03],55.06285002810773,[55.0628505  33.83670647 65.82469285  0.69695028],0.18401564829176983,0.3628883124363447,0.4507693981305717,0.5321538757678335,0.16359683308317188,0.10389053127374516,0.32725194379753364,0.6152902926277997,39.79022770368652,12.289882187800135,30.59302684965717,10.810095928449341
