img_num,q,codec,codec_config,ocr_algo,target,cer,cer_comp,size,psnr
1,50,hm,default,ezocr,ref,0.03803596127247579,96.19640387275243,380560,21.262641460402214
1,50,hm,default,tess,gt,0.1535788742182071,84.64211257817928,380560,21.262641460402214
1,50,hm,default,tess,ref,0.046120058565153735,95.38799414348462,380560,21.262641460402214
2,35,vtm,scc,ezocr,gt,0.29327902240325865,70.67209775967413,541056,37.083600510078796
2,35,vtm,scc,ezocr,ref,0.097784981091302,90.2215018908698,541056,37.083600510078796
2,35,vtm,scc,tess,gt,0.33553971486761713,66.44602851323829,541056,37.083600510078796
2,35,vtm,scc,tess,ref,0.2781954887218045,72.18045112781954,541056,37.083600510078796
2,35,vtm,default,ezocr,gt,0.29276985743380857,70.72301425661914,815856,37.06857716667929
2,35,vtm,default,ezocr,ref,0.09616423554835224,90.38357644516478,815856,37.06857716667929
2,35,vtm,default,tess,gt,0.4210794297352342,57.89205702647657,815856,37.06857716667929
2,35,vtm,default,tess,ref,0.15857826384142173,84.14217361585783,815856,37.06857716667929
2,35,hm,scc,ezocr,gt,0.29378818737270873,70.62118126272912,605888,36.783615387973626
2,35,hm,scc,ezocr,ref,0.10426796326310103,89.57320367368989,605888,36.783615387973626
2,35,hm,scc,tess,gt,0.384928716904277,61.5071283095723,605888,36.783615387973626
2,35,hm,scc,tess,ref,0.17429938482570062,82.57006151742993,605888,36.783615387973626
2,35,hm,default,ezocr,gt,0.3034623217922607,69.65376782077392,1331520,34.862700000963336
2,35,hm,default,ezocr,ref,0.11075094543490005,88.92490545650999,1331520,34.862700000963336
2,35,hm,default,tess,gt,0.37678207739307534,62.32179226069247,1331520,34.862700000963336
2,35,hm,default,tess,ref,0.23171565276828435,76.82843472317157,1331520,34.862700000963336
2,40,vtm,scc,ezocr,gt,0.30091649694501016,69.90835030549898,382616,33.044696351939095
2,40,vtm,scc,ezocr,ref,0.12695840086439764,87.30415991356024,382616,33.044696351939095
2,40,vtm,scc,tess,gt,0.3940936863543788,60.59063136456212,382616,33.044696351939095
2,40,vtm,scc,tess,ref,0.19138755980861244,80.86124401913875,382616,33.044696351939095
2,40,vtm,default,ezocr,gt,0.32637474541751527,67.36252545824848,552920,32.66221305611644
2,40,vtm,default,ezocr,ref,0.1647757968665586,83.52242031334414,552920,32.66221305611644
2,40,vtm,default,tess,gt,0.34419551934826886,65.58044806517312,552920,32.66221305611644
2,40,vtm,default,tess,ref,0.2781954887218045,72.18045112781954,552920,32.66221305611644
2,40,hm,scc,ezocr,gt,0.31160896130346233,68.83910386965377,405920,31.651342213333663
2,40,hm,scc,ezocr,ref,0.14370610480821178,85.62938951917883,405920,31.651342213333663
2,40,hm,scc,tess,gt,0.4317718940936864,56.82281059063137,405920,31.651342213333663
2,40,hm,scc,tess,ref,0.3390293916609706,66.09706083390294,405920,31.651342213333663
2,40,hm,default,ezocr,gt,0.32026476578411406,67.9735234215886,916176,30.01030733809117
2,40,hm,default,ezocr,ref,0.1728795245813074,82.71204754186925,916176,30.01030733809117
2,40,hm,default,tess,gt,0.3940936863543788,60.59063136456212,916176,30.01030733809117
2,40,hm,default,tess,ref,0.19822282980177716,80.17771701982228,916176,30.01030733809117
2,45,vtm,scc,ezocr,gt,0.31568228105906315,68.43177189409369,258696,28.85422792582129
2,45,vtm,scc,ezocr,ref,0.19070772555375473,80.92922744462453,258696,28.85422792582129
2,45,vtm,scc,tess,gt,0.4210794297352342,57.89205702647657,258696,28.85422792582129
2,45,vtm,scc,tess,ref,0.2597402597402597,74.02597402597402,258696,28.85422792582129
2,45,vtm,default,ezocr,gt,0.3564154786150713,64.35845213849288,337896,28.308625759136756
2,45,vtm,default,ezocr,ref,0.22474338195569962,77.52566180443003,337896,28.308625759136756
2,45,vtm,default,tess,gt,0.3594704684317719,64.05295315682281,337896,28.308625759136756
2,45,vtm,default,tess,ref,0.22077922077922077,77.92207792207793,337896,28.308625759136756
2,45,hm,scc,ezocr,gt,0.3304480651731161,66.95519348268839,241048,26.33958369837686
2,45,hm,scc,ezocr,ref,0.2258238789843328,77.41761210156672,241048,26.33958369837686
2,45,hm,scc,tess,gt,0.41446028513238287,58.55397148676171,241048,26.33958369837686
2,45,hm,scc,tess,ref,0.31510594668489406,68.4894053315106,241048,26.33958369837686
2,45,hm,default,ezocr,gt,0.384928716904277,61.5071283095723,538128,25.296024311498936
2,45,hm,default,ezocr,ref,0.26904376012965964,73.09562398703405,538128,25.296024311498936
2,45,hm,default,tess,gt,0.45010183299389,54.989816700611,538128,25.296024311498936
2,45,hm,default,tess,ref,0.26247436773752564,73.75256322624743,538128,25.296024311498936
2,50,vtm,scc,ezocr,gt,0.3895112016293279,61.04887983706722,158184,24.455477346261514
2,50,vtm,scc,ezocr,ref,0.27660723933009185,72.33927606699082,158184,24.455477346261514
2,50,vtm,scc,tess,gt,0.40173116089613037,59.82688391038696,158184,24.455477346261514
2,50,vtm,scc,tess,ref,0.22351332877648666,77.64866712235133,158184,24.455477346261514
2,50,vtm,default,ezocr,gt,0.43737270875763745,56.26272912423625,194272,24.38026107795459
2,50,vtm,default,ezocr,ref,0.33279308481901676,66.72069151809832,194272,24.38026107795459
2,50,vtm,default,tess,gt,0.4775967413441955,52.24032586558045,194272,24.38026107795459
2,50,vtm,default,tess,ref,0.40464798359535203,59.5352016404648,194272,24.38026107795459
2,50,hm,scc,ezocr,gt,0.48981670061099797,51.01832993890021,134568,22.21912386228933
2,50,hm,scc,ezocr,ref,0.40410588870880604,59.5894111291194,134568,22.21912386228933
2,50,hm,scc,tess,gt,0.48370672097759676,51.62932790224033,134568,22.21912386228933
2,50,hm,scc,tess,ref,0.3574846206425154,64.25153793574846,134568,22.21912386228933
2,50,hm,default,ezocr,gt,0.6705702647657841,32.94297352342159,249720,20.965925661778048
2,50,hm,default,ezocr,ref,0.6288492706645057,37.11507293354943,249720,20.965925661778048
2,50,hm,default,tess,gt,0.4770875763747454,52.29124236252546,249720,20.965925661778048
2,50,hm,default,tess,ref,0.34518113465481887,65.48188653451813,249720,20.965925661778048
3,35,vtm,scc,ezocr,gt,0.17353198948290974,82.64680105170903,449984,37.3649382541098
3,35,vtm,scc,ezocr,ref,0.004694835680751174,99.53051643192488,449984,37.3649382541098
3,35,vtm,scc,tess,gt,0.11042944785276074,88.95705521472392,449984,37.3649382541098
3,35,vtm,scc,tess,ref,0.0471441523118767,95.28558476881233,449984,37.3649382541098
3,35,vtm,default,ezocr,gt,0.17440841367221735,82.55915863277826,689584,36.787371632671004
3,35,vtm,default,ezocr,ref,0.018779342723004695,98.12206572769952,689584,36.787371632671004
3,35,vtm,default,tess,gt,0.11042944785276074,88.95705521472392,689584,36.787371632671004
3,35,vtm,default,tess,ref,0.0471441523118767,95.28558476881233,689584,36.787371632671004
3,35,hm,scc,ezocr,gt,0.175284837861525,82.4715162138475,486288,37.041844577132494
3,35,hm,scc,ezocr,ref,0.007511737089201878,99.24882629107982,486288,37.041844577132494
3,35,hm,scc,tess,gt,0.1516213847502191,84.83786152497808,486288,37.041844577132494
3,35,hm,scc,tess,ref,0.09066183136899365,90.93381686310063,486288,37.041844577132494
3,35,hm,default,ezocr,gt,0.17879053461875546,82.12094653812446,1089520,34.66113263445246
3,35,hm,default,ezocr,ref,0.014084507042253521,98.59154929577466,1089520,34.66113263445246
3,35,hm,default,tess,gt,0.11130587204206836,88.86941279579317,1089520,34.66113263445246
3,35,hm,default,tess,ref,0.04895738893925657,95.10426110607433,1089520,34.66113263445246
3,40,vtm,scc,ezocr,gt,0.17791411042944785,82.20858895705521,293560,33.433323225067355
3,40,vtm,scc,ezocr,ref,0.01596244131455399,98.4037558685446,293560,33.433323225067355
3,40,vtm,scc,tess,gt,0.16126205083260298,83.8737949167397,293560,33.433323225067355
3,40,vtm,scc,tess,ref,0.09791477787851315,90.2085222121487,293560,33.433323225067355
3,40,vtm,default,ezocr,gt,0.1656441717791411,83.43558282208589,441056,32.508252015254875
3,40,vtm,default,ezocr,ref,0.0215962441314554,97.84037558685445,441056,32.508252015254875
3,40,vtm,default,tess,gt,0.09640666082383874,90.35933391761613,441056,32.508252015254875
3,40,vtm,default,tess,ref,0.07343608340888486,92.65639165911152,441056,32.508252015254875
3,40,hm,scc,ezocr,gt,0.17791411042944785,82.20858895705521,302704,32.50426689651728
3,40,hm,scc,ezocr,ref,0.013145539906103286,98.68544600938968,302704,32.50426689651728
3,40,hm,scc,tess,gt,0.10692375109553023,89.30762489044697,302704,32.50426689651728
3,40,hm,scc,tess,ref,0.04805077062556664,95.19492293744334,302704,32.50426689651728
3,40,hm,default,ezocr,gt,0.1761612620508326,82.38387379491674,698480,30.2938826571218
3,40,hm,default,ezocr,ref,0.051643192488262914,94.83568075117371,698480,30.2938826571218
3,40,hm,default,tess,gt,0.10341805433829973,89.65819456617002,698480,30.2938826571218
3,40,hm,default,tess,ref,0.057116953762466005,94.28830462375339,698480,30.2938826571218
3,45,vtm,scc,ezocr,gt,0.17002629272567923,82.99737072743207,178552,29.384097632699042
3,45,vtm,scc,ezocr,ref,0.038497652582159626,96.15023474178403,178552,29.384097632699042
3,45,vtm,scc,tess,gt,0.09553023663453111,90.4469763365469,178552,29.384097632699042
3,45,vtm,scc,tess,ref,0.07252946509519492,92.74705349048051,178552,29.384097632699042
3,45,vtm,default,ezocr,gt,0.1656441717791411,83.43558282208589,241264,28.780096429515893
3,45,vtm,default,ezocr,ref,0.03943661971830986,96.05633802816902,241264,28.780096429515893
3,45,vtm,default,tess,gt,0.09815950920245399,90.1840490797546,241264,28.780096429515893
3,45,vtm,default,tess,ref,0.07615593834995467,92.38440616500453,241264,28.780096429515893
3,45,hm,scc,ezocr,gt,0.17791411042944785,82.20858895705521,169080,27.822299909516882
3,45,hm,scc,ezocr,ref,0.03380281690140845,96.61971830985917,169080,27.822299909516882
3,45,hm,scc,tess,gt,0.10341805433829973,89.65819456617002,169080,27.822299909516882
3,45,hm,scc,tess,ref,0.08612873980054397,91.38712601994561,169080,27.822299909516882
3,45,hm,default,ezocr,gt,0.18492550394390886,81.50744960560911,368936,25.8714910875195
3,45,hm,default,ezocr,ref,0.05070422535211268,94.92957746478872,368936,25.8714910875195
3,45,hm,default,tess,gt,0.09290096406660824,90.70990359333918,368936,25.8714910875195
3,45,hm,default,tess,ref,0.08522212148685404,91.4777878513146,368936,25.8714910875195
3,50,vtm,scc,ezocr,gt,0.18229623137598597,81.7703768624014,90640,25.268073827844525
3,50,vtm,scc,ezocr,ref,0.07230046948356808,92.7699530516432,90640,25.268073827844525
3,50,vtm,scc,tess,gt,0.09991235758106924,90.00876424189308,90640,25.268073827844525
3,50,vtm,scc,tess,ref,0.07796917497733455,92.20308250226654,90640,25.268073827844525
3,50,vtm,default,ezocr,gt,0.13234005258545137,86.76599474145486,119304,25.04610461792779
3,50,vtm,default,ezocr,ref,0.10234741784037558,89.76525821596243,119304,25.04610461792779
3,50,vtm,default,tess,gt,0.12795793163891322,87.20420683610868,119304,25.04610461792779
3,50,vtm,default,tess,ref,0.09247506799637353,90.75249320036265,119304,25.04610461792779
3,50,hm,scc,ezocr,gt,0.26818580192813324,73.18141980718667,79968,23.92800568185762
3,50,hm,scc,ezocr,ref,0.17464788732394365,82.53521126760563,79968,23.92800568185762
3,50,hm,scc,tess,gt,0.21384750219106047,78.61524978089396,79968,23.92800568185762
3,50,hm,scc,tess,ref,0.1686310063463282,83.13689936536719,79968,23.92800568185762
3,50,hm,default,ezocr,gt,0.6319018404907976,36.809815950920246,140880,22.10588751835115
3,50,hm,default,ezocr,ref,0.5793427230046948,42.06572769953052,140880,22.10588751835115
3,50,hm,default,tess,gt,0.38825591586327785,61.17440841367221,140880,22.10588751835115
3,50,hm,default,tess,ref,0.3599274705349048,64.00725294650952,140880,22.10588751835115
4,35,vtm,scc,ezocr,gt,0.2891566265060241,71.08433734939759,234040,39.73699754874529
4,35,vtm,scc,ezocr,ref,0.13840155945419103,86.1598440545809,234040,39.73699754874529
4,35,vtm,scc,tess,gt,0.2931726907630522,70.68273092369478,234040,39.73699754874529
4,35,vtm,scc,tess,ref,0.08706467661691543,91.29353233830845,234040,39.73699754874529
4,35,vtm,default,ezocr,gt,0.30120481927710846,69.87951807228916,347008,39.03546037050583
4,35,vtm,default,ezocr,ref,0.14230019493177387,85.7699805068226,347008,39.03546037050583
4,35,vtm,default,tess,gt,0.2710843373493976,72.89156626506023,347008,39.03546037050583
4,35,vtm,default,tess,ref,0.07462686567164178,92.53731343283582,347008,39.03546037050583
4,35,hm,scc,ezocr,gt,0.3132530120481928,68.67469879518072,247352,38.853370654033384
4,35,hm,scc,ezocr,ref,0.14035087719298245,85.96491228070175,247352,38.853370654033384
4,35,hm,scc,tess,gt,0.22088353413654618,77.91164658634538,247352,38.853370654033384
4,35,hm,scc,tess,ref,0.009950248756218905,99.00497512437812,247352,38.853370654033384
4,35,hm,default,ezocr,gt,0.27710843373493976,72.28915662650603,730616,35.73521284102465
4,35,hm,default,ezocr,ref,0.1539961013645224,84.60038986354776,730616,35.73521284102465
4,35,hm,default,tess,gt,0.21285140562248997,78.714859437751,730616,35.73521284102465
4,35,hm,default,tess,ref,0.01990049751243781,98.00995024875621,730616,35.73521284102465
4,40,vtm,scc,ezocr,gt,0.2751004016064257,72.48995983935743,152960,36.0424974521916
4,40,vtm,scc,ezocr,ref,0.16374269005847952,83.62573099415205,152960,36.0424974521916
4,40,vtm,scc,tess,gt,0.23293172690763053,76.70682730923694,152960,36.0424974521916
4,40,vtm,scc,tess,ref,0.022388059701492536,97.76119402985076,152960,36.0424974521916
4,40,vtm,default,ezocr,gt,0.30522088353413657,69.47791164658635,235376,35.280257215822076
4,40,vtm,default,ezocr,ref,0.16764132553606237,83.23586744639377,235376,35.280257215822076
4,40,vtm,default,tess,gt,0.24497991967871485,75.50200803212851,235376,35.280257215822076
4,40,vtm,default,tess,ref,0.03482587064676617,96.51741293532339,235376,35.280257215822076
4,40,hm,scc,ezocr,gt,0.2248995983935743,77.51004016064257,153160,34.484897546896306
4,40,hm,scc,ezocr,ref,0.17348927875243664,82.65107212475633,153160,34.484897546896306
4,40,hm,scc,tess,gt,0.21285140562248997,78.714859437751,153160,34.484897546896306
4,40,hm,scc,tess,ref,0.01990049751243781,98.00995024875621,153160,34.484897546896306
4,40,hm,default,ezocr,gt,0.20281124497991967,79.71887550200803,486040,31.782191290867956
4,40,hm,default,ezocr,ref,0.21442495126705652,78.55750487329435,486040,31.782191290867956
4,40,hm,default,tess,gt,0.21285140562248997,78.714859437751,486040,31.782191290867956
4,40,hm,default,tess,ref,0.01990049751243781,98.00995024875621,486040,31.782191290867956
4,45,vtm,scc,ezocr,gt,0.21285140562248997,78.714859437751,97960,32.33324278905641
4,45,vtm,scc,ezocr,ref,0.2124756335282651,78.75243664717348,97960,32.33324278905641
4,45,vtm,scc,tess,gt,0.23694779116465864,76.30522088353413,97960,32.33324278905641
4,45,vtm,scc,tess,ref,0.01990049751243781,98.00995024875621,97960,32.33324278905641
4,45,vtm,default,ezocr,gt,0.22690763052208834,77.30923694779118,152200,31.4783052752578
4,45,vtm,default,ezocr,ref,0.20662768031189083,79.33723196881091,152200,31.4783052752578
4,45,vtm,default,tess,gt,0.25502008032128515,74.49799196787149,152200,31.4783052752578
4,45,vtm,default,tess,ref,0.0472636815920398,95.27363184079603,152200,31.4783052752578
4,45,hm,scc,ezocr,gt,0.20481927710843373,79.51807228915662,89832,30.146574485626108
4,45,hm,scc,ezocr,ref,0.22417153996101363,77.58284600389864,89832,30.146574485626108
4,45,hm,scc,tess,gt,0.24497991967871485,75.50200803212851,89832,30.146574485626108
4,45,hm,scc,tess,ref,0.03233830845771144,96.76616915422885,89832,30.146574485626108
4,45,hm,default,ezocr,gt,0.21686746987951808,78.3132530120482,293752,27.669586638488113
4,45,hm,default,ezocr,ref,0.23586744639376217,76.41325536062378,293752,27.669586638488113
4,45,hm,default,tess,gt,0.21285140562248997,78.714859437751,293752,27.669586638488113
4,45,hm,default,tess,ref,0.01990049751243781,98.00995024875621,293752,27.669586638488113
4,50,vtm,scc,ezocr,gt,0.2248995983935743,77.51004016064257,61136,28.8491144089583
4,50,vtm,scc,ezocr,ref,0.23976608187134502,76.0233918128655,61136,28.8491144089583
4,50,vtm,scc,tess,gt,0.23694779116465864,76.30522088353413,61136,28.8491144089583
4,50,vtm,scc,tess,ref,0.029850746268656716,97.01492537313433,61136,28.8491144089583
4,50,vtm,default,ezocr,gt,0.21285140562248997,78.714859437751,98344,28.39605033525045
4,50,vtm,default,ezocr,ref,0.23196881091617932,76.80311890838207,98344,28.39605033525045
4,50,vtm,default,tess,gt,0.23092369477911648,76.90763052208835,98344,28.39605033525045
4,50,vtm,default,tess,ref,0.012437810945273632,98.75621890547264,98344,28.39605033525045
4,50,hm,scc,ezocr,gt,0.21686746987951808,78.3132530120482,53160,26.32423848855504
4,50,hm,scc,ezocr,ref,0.23586744639376217,76.41325536062378,53160,26.32423848855504
4,50,hm,scc,tess,gt,0.21485943775100402,78.5140562248996,53160,26.32423848855504
4,50,hm,scc,tess,ref,0.022388059701492536,97.76119402985076,53160,26.32423848855504
4,50,hm,default,ezocr,gt,0.23293172690763053,76.70682730923694,147088,23.476513379172648
4,50,hm,default,ezocr,ref,0.25146198830409355,74.85380116959064,147088,23.476513379172648
4,50,hm,default,tess,gt,0.22088353413654618,77.91164658634538,147088,23.476513379172648
4,50,hm,default,tess,ref,0.029850746268656716,97.01492537313433,147088,23.476513379172648
5,35,vtm,scc,ezocr,gt,0.04113924050632911,95.88607594936708,223736,40.97487733633998
5,35,vtm,scc,ezocr,ref,0.031496062992125984,96.85039370078741,223736,40.97487733633998
5,35,vtm,scc,tess,gt,0.02531645569620253,97.46835443037975,223736,40.97487733633998
5,35,vtm,scc,tess,ref,0.0031496062992125984,99.68503937007874,223736,40.97487733633998
5,35,vtm,default,ezocr,gt,0.07278481012658228,92.72151898734178,433544,39.75009991393568
5,35,vtm,default,ezocr,ref,0.009448818897637795,99.05511811023622,433544,39.75009991393568
5,35,vtm,default,tess,gt,0.02531645569620253,97.46835443037975,433544,39.75009991393568
5,35,vtm,default,tess,ref,0.0031496062992125984,99.68503937007874,433544,39.75009991393568
5,35,hm,scc,ezocr,gt,0.03164556962025317,96.83544303797468,234936,40.45631646259669
5,35,hm,scc,ezocr,ref,0.04251968503937008,95.74803149606299,234936,40.45631646259669
5,35,hm,scc,tess,gt,0.02531645569620253,97.46835443037975,234936,40.45631646259669
5,35,hm,scc,tess,ref,0.0031496062992125984,99.68503937007874,234936,40.45631646259669
5,35,hm,default,ezocr,gt,0.07120253164556962,92.87974683544303,689720,37.584645082479085
5,35,hm,default,ezocr,ref,0.029921259842519685,97.00787401574803,689720,37.584645082479085
5,35,hm,default,tess,gt,0.028481012658227847,97.15189873417721,689720,37.584645082479085
5,35,hm,default,tess,ref,0.012598425196850394,98.74015748031496,689720,37.584645082479085
5,40,vtm,scc,ezocr,gt,0.04272151898734177,95.72784810126582,148536,35.97219023419624
5,40,vtm,scc,ezocr,ref,0.03307086614173228,96.69291338582677,148536,35.97219023419624
5,40,vtm,scc,tess,gt,0.030063291139240507,96.99367088607595,148536,35.97219023419624
5,40,vtm,scc,tess,ref,0.009448818897637795,99.05511811023622,148536,35.97219023419624
5,40,vtm,default,ezocr,gt,0.03164556962025317,96.83544303797468,287120,34.9293605892843
5,40,vtm,default,ezocr,ref,0.06299212598425197,93.7007874015748,287120,34.9293605892843
5,40,vtm,default,tess,gt,0.09968354430379747,90.03164556962025,287120,34.9293605892843
5,40,vtm,default,tess,ref,0.07716535433070866,92.28346456692913,287120,34.9293605892843
5,40,hm,scc,ezocr,gt,0.060126582278481014,93.9873417721519,144960,34.474902860481514
5,40,hm,scc,ezocr,ref,0.023622047244094488,97.63779527559055,144960,34.474902860481514
5,40,hm,scc,tess,gt,0.028481012658227847,97.15189873417721,144960,34.474902860481514
5,40,hm,scc,tess,ref,0.0015748031496062992,99.84251968503936,144960,34.474902860481514
5,40,hm,default,ezocr,gt,0.06645569620253164,93.35443037974683,470016,32.821476212638856
5,40,hm,default,ezocr,ref,0.050393700787401574,94.96062992125984,470016,32.821476212638856
5,40,hm,default,tess,gt,0.02531645569620253,97.46835443037975,470016,32.821476212638856
5,40,hm,default,tess,ref,0.0031496062992125984,99.68503937007874,470016,32.821476212638856
5,45,vtm,scc,ezocr,gt,0.07436708860759493,92.5632911392405,94944,31.966952067566503
5,45,vtm,scc,ezocr,ref,0.03464566929133858,96.53543307086613,94944,31.966952067566503
5,45,vtm,scc,tess,gt,0.02531645569620253,97.46835443037975,94944,31.966952067566503
5,45,vtm,scc,tess,ref,0.0031496062992125984,99.68503937007874,94944,31.966952067566503
5,45,vtm,default,ezocr,gt,0.07753164556962025,92.24683544303798,169336,30.82825662567489
5,45,vtm,default,ezocr,ref,0.047244094488188976,95.2755905511811,169336,30.82825662567489
5,45,vtm,default,tess,gt,0.028481012658227847,97.15189873417721,169336,30.82825662567489
5,45,vtm,default,tess,ref,0.0031496062992125984,99.68503937007874,169336,30.82825662567489
5,45,hm,scc,ezocr,gt,0.08069620253164557,91.93037974683544,88096,29.68351880581185
5,45,hm,scc,ezocr,ref,0.015748031496062992,98.4251968503937,88096,29.68351880581185
5,45,hm,scc,tess,gt,0.03164556962025317,96.83544303797468,88096,29.68351880581185
5,45,hm,scc,tess,ref,0.012598425196850394,98.74015748031496,88096,29.68351880581185
5,45,hm,default,ezocr,gt,0.08860759493670886,91.13924050632912,279840,28.108986429830022
5,45,hm,default,ezocr,ref,0.047244094488188976,95.2755905511811,279840,28.108986429830022
5,45,hm,default,tess,gt,0.02531645569620253,97.46835443037975,279840,28.108986429830022
5,45,hm,default,tess,ref,0.0031496062992125984,99.68503937007874,279840,28.108986429830022
5,50,vtm,scc,ezocr,gt,0.09018987341772151,90.98101265822784,64048,28.046354703149483
5,50,vtm,scc,ezocr,ref,0.05669291338582677,94.33070866141733,64048,28.046354703149483
5,50,vtm,scc,tess,gt,0.023734177215189875,97.62658227848101,64048,28.046354703149483
5,50,vtm,scc,tess,ref,0.004724409448818898,99.5275590551181,64048,28.046354703149483
5,50,vtm,default,ezocr,gt,0.05379746835443038,94.62025316455697,110048,27.07965287884834
