ref,ref_num,img,img_num,comp,qual,mos,ter,ter_comp
SCI05,5,SCI05_2_2,5,2,2,52.42226088,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_2_3,5,2,3,53.01504492,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_2_4,5,2,4,46.88077237,0.006230529595015576,99.37694704049844
SCI05,5,SCI05_2_5,5,2,5,37.83685649,0.012461059190031152,98.75389408099689
SCI05,5,SCI05_3_1,5,3,1,61.41852937,0.004672897196261682,99.53271028037383
SCI05,5,SCI05_3_2,5,3,2,47.679238,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_3_3,5,3,3,47.80351791,0.00778816199376947,99.22118380062305
SCI05,5,SCI05_3_4,5,3,4,40.70980356,0.8535825545171339,14.641744548286606
SCI05,5,SCI05_3_5,5,3,5,34.45231737,0.9080996884735203,9.19003115264797
SCI05,5,SCI05_4_1,5,4,1,45.04622131,0.003110419906687403,99.68895800933126
SCI05,5,SCI05_4_2,5,4,2,53.47084942,0.0,100.0
SCI05,5,SCI05_4_3,5,4,3,62.61173765,0.006201550387596899,99.37984496124031
SCI05,5,SCI05_4_4,5,4,4,59.1724875,0.004658385093167702,99.53416149068323
SCI05,5,SCI05_4_5,5,4,5,55.57464663,0.00927357032457496,99.0726429675425
SCI05,5,SCI05_5_1,5,5,1,66.52325333,0.004672897196261682,99.53271028037383
SCI05,5,SCI05_5_2,5,5,2,63.49159249,0.004672897196261682,99.53271028037383
SCI05,5,SCI05_5_3,5,5,3,50.76923206,0.006230529595015576,99.37694704049844
SCI05,5,SCI05_5_4,5,5,4,43.34297753,0.012461059190031152,98.75389408099689
SCI05,5,SCI05_5_5,5,5,5,37.63780372,0.024539877300613498,97.54601226993866
SCI05,5,SCI05_6_1,5,6,1,74.20003108,0.009316770186335404,99.06832298136646
SCI05,5,SCI05_6_2,5,6,2,69.77619108,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_6_3,5,6,3,56.36426826,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_6_4,5,6,4,52.18690295,0.004672897196261682,99.53271028037383
SCI05,5,SCI05_6_5,5,6,5,43.3009501,0.006230529595015576,99.37694704049844
SCI05,5,SCI05_7_1,5,7,1,72.48068058,0.0,100.0
SCI05,5,SCI05_7_2,5,7,2,65.90566739,0.013975155279503106,98.6024844720497
SCI05,5,SCI05_7_3,5,7,3,64.50390933,0.004658385093167702,99.53416149068323
SCI05,5,SCI05_7_4,5,7,4,58.86717194,0.013910355486862442,98.60896445131375
SCI05,5,SCI05_7_5,5,7,5,45.52082064,0.007739938080495356,99.22600619195046
SCI05,5,SCI05_8_1,5,8,1,75.49144655,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_8_2,5,8,2,69.77011503,0.006201550387596899,99.37984496124031
SCI05,5,SCI05_8_3,5,8,3,68.79594238,0.004665629860031105,99.53343701399689
SCI05,5,SCI05_8_4,5,8,4,64.7813025,0.012364760432766615,98.76352395672335
SCI05,5,SCI05_8_5,5,8,5,51.52032695,0.023148148148148147,97.68518518518519
SCI05,5,SCI05_9_1,5,9,1,70.30297147,0.010869565217391304,98.91304347826086
SCI05,5,SCI05_9_2,5,9,2,69.37787397,0.010852713178294573,98.91472868217053
SCI05,5,SCI05_9_3,5,9,3,69.80002328,0.020249221183800622,97.97507788161994
SCI05,5,SCI05_9_4,5,9,4,63.09212272,0.003115264797507788,99.68847352024922
SCI05,5,SCI05_9_5,5,9,5,58.46831991,0.004672897196261682,99.53271028037383
SCI06,6,SCI06_1_1,6,1,1,66.18740005,0.010585305105853052,98.94146948941469
SCI06,6,SCI06_1_2,6,1,2,47.89856789,0.027726432532347505,97.22735674676525
SCI06,6,SCI06_1_3,6,1,3,39.8819261,0.049443757725587144,95.05562422744129
SCI06,6,SCI06_1_4,6,1,4,30.02280769,0.9981226533166458,0.1877346683354153
SCI06,6,SCI06_1_5,6,1,5,27.16221438,0.9981226533166458,0.1877346683354153
SCI06,6,SCI06_2_1,6,2,1,60.62967279,0.0173374613003096,98.26625386996905
SCI06,6,SCI06_2_2,6,2,2,48.73794382,0.018147684605757195,98.18523153942428
SCI06,6,SCI06_2_3,6,2,3,37.02611299,0.028785982478097622,97.12140175219024
SCI06,6,SCI06_2_4,6,2,4,41.9975308,0.03504380475594493,96.49561952440551
SCI06,6,SCI06_2_5,6,2,5,35.89050712,0.9436795994993742,5.632040050062582
SCI06,6,SCI06_3_1,6,3,1,61.18756623,0.025031289111389236,97.49687108886108
SCI06,6,SCI06_3_2,6,3,2,51.05200325,0.03128911138923655,96.87108886107634
SCI06,6,SCI06_3_3,6,3,3,44.04644512,0.04693366708385482,95.30663329161452
SCI06,6,SCI06_3_4,6,3,4,31.41944121,0.9624530663329162,3.7546933667083837
SCI06,6,SCI06_3_5,6,3,5,30.80450038,0.9712140175219024,2.8785982478097605
SCI06,6,SCI06_4_1,6,4,1,43.35630088,0.0018773466833541927,99.81226533166459
SCI06,6,SCI06_4_2,6,4,2,52.52274172,0.0012507817385866166,99.87492182614133
SCI06,6,SCI06_4_3,6,4,3,63.50118652,0.041019266625233065,95.8980733374767
SCI06,6,SCI06_4_4,6,4,4,62.87356145,0.05318491032776747,94.68150896722325
SCI06,6,SCI06_4_5,6,4,5,52.07758016,0.014392991239048811,98.56070087609513
SCI06,6,SCI06_5_1,6,5,1,73.3645753,0.020370370370370372,97.96296296296296
SCI06,6,SCI06_5_2,6,5,2,66.21133684,0.02042079207920792,97.95792079207921
SCI06,6,SCI06_5_3,6,5,3,50.23699703,0.02236024844720497,97.7639751552795
SCI06,6,SCI06_5_4,6,5,4,36.79606081,0.044126786824114354,95.58732131758858
SCI06,6,SCI06_5_5,6,5,5,28.92210736,0.07446808510638298,92.5531914893617
SCI06,6,SCI06_6_1,6,6,1,72.06069615,0.0050062578222778474,99.49937421777221
SCI06,6,SCI06_6_2,6,6,2,63.8609061,0.0075046904315197,99.24953095684803
SCI06,6,SCI06_6_3,6,6,3,40.84643842,0.020496894409937887,97.95031055900621
SCI06,6,SCI06_6_4,6,6,4,32.59888318,0.03217821782178218,96.78217821782178
SCI06,6,SCI06_6_5,6,6,5,30.919927,0.0509633312616532,94.90366687383468
SCI06,6,SCI06_7_1,6,7,1,74.50408573,0.0018773466833541927,99.81226533166459
SCI06,6,SCI06_7_2,6,7,2,65.51093663,0.01120099564405725,98.87990043559427
SCI06,6,SCI06_7_3,6,7,3,60.80032718,0.04044803982576229,95.95519601742377
SCI06,6,SCI06_7_4,6,7,4,50.98081298,0.05466830466830467,94.53316953316954
SCI06,6,SCI06_7_5,6,7,5,46.40763874,0.04764851485148515,95.23514851485149
SCI06,6,SCI06_8_1,6,8,1,74.61938227,0.0025015634771732333,99.74984365228268
SCI06,6,SCI06_8_2,6,8,2,69.00989488,0.007509386733416771,99.24906132665832
SCI06,6,SCI06_8_3,6,8,3,59.52714673,0.008760951188986232,99.12390488110138
SCI06,6,SCI06_8_4,6,8,4,53.09442816,0.012515644555694618,98.74843554443054
SCI06,6,SCI06_8_5,6,8,5,39.45623858,0.031835205992509365,96.81647940074907
SCI06,6,SCI06_9_1,6,9,1,72.52370839,0.04283054003724395,95.7169459962756
SCI06,6,SCI06_9_2,6,9,2,68.87348102,0.05015479876160991,94.984520123839
SCI06,6,SCI06_9_3,6,9,3,63.01201406,0.011264080100125156,98.87359198998749
SCI06,6,SCI06_9_4,6,9,4,51.55936263,0.03664596273291926,96.33540372670808
SCI06,6,SCI06_9_5,6,9,5,39.42827694,0.032939714108141706,96.70602858918583
SCI07,7,SCI07_1_1,7,1,1,60.40194694,0.3648424543946932,63.51575456053068
SCI07,7,SCI07_1_2,7,1,2,44.04972056,0.6185737976782753,38.142620232172476
SCI07,7,SCI07_1_3,7,1,3,40.52685465,0.6965174129353234,30.348258706467657
SCI07,7,SCI07_1_4,7,1,4,32.89618569,0.9950248756218906,0.497512437810943
SCI07,7,SCI07_1_5,7,1,5,29.99501645,0.9950248756218906,0.497512437810943
SCI07,7,SCI07_2_1,7,2,1,64.00677787,0.5456053067993366,45.43946932006634
SCI07,7,SCI07_2_2,7,2,2,53.2241954,0.4792703150912106,52.07296849087895
SCI07,7,SCI07_2_3,7,2,3,46.69291334,0.49585406301824214,50.41459369817578
SCI07,7,SCI07_2_4,7,2,4,42.52785176,0.4626865671641791,53.73134328358209
SCI07,7,SCI07_2_5,7,2,5,31.66135038,0.6285240464344942,37.147595356550575
SCI07,7,SCI07_3_1,7,3,1,62.92454262,0.351575456053068,64.8424543946932
SCI07,7,SCI07_3_2,7,3,2,49.93319149,0.5621890547263682,43.78109452736319
SCI07,7,SCI07_3_3,7,3,3,43.06405732,0.6733001658374793,32.669983416252066
SCI07,7,SCI07_3_4,7,3,4,34.52455913,0.6733001658374793,32.669983416252066
SCI07,7,SCI07_3_5,7,3,5,30.09836734,0.746268656716418,25.373134328358205
SCI07,7,SCI07_4_1,7,4,1,33.24252483,0.171334431630972,82.8665568369028
SCI07,7,SCI07_4_2,7,4,2,49.66489915,0.14925373134328357,85.07462686567165
SCI07,7,SCI07_4_3,7,4,3,62.85182562,0.42122719734660036,57.87728026533996
SCI07,7,SCI07_4_4,7,4,4,57.28575586,0.33996683250414594,66.00331674958541
SCI07,7,SCI07_4_5,7,4,5,50.11175532,0.38308457711442784,61.69154228855722
SCI07,7,SCI07_5_1,7,5,1,70.17034721,0.3946932006633499,60.53067993366501
SCI07,7,SCI07_5_2,7,5,2,58.00632283,0.4876847290640394,51.231527093596064
SCI07,7,SCI07_5_3,7,5,3,56.04991529,0.40707964601769914,59.29203539823009
SCI07,7,SCI07_5_4,7,5,4,36.4083124,0.5335515548281505,46.64484451718495
SCI07,7,SCI07_5_5,7,5,5,27.11116749,0.5538971807628524,44.61028192371476
SCI07,7,SCI07_6_1,7,6,1,73.32362782,0.14427860696517414,85.57213930348259
SCI07,7,SCI07_6_2,7,6,2,66.4824169,0.31840796019900497,68.1592039800995
SCI07,7,SCI07_6_3,7,6,3,50.80905122,0.47429519071310117,52.570480928689875
SCI07,7,SCI07_6_4,7,6,4,46.86309455,0.4311774461028192,56.882255389718075
SCI07,7,SCI07_6_5,7,6,5,36.19971337,0.4461028192371476,55.389718076285234
SCI07,7,SCI07_7_1,7,7,1,72.13085404,0.19611021069692058,80.38897893030794
SCI07,7,SCI07_7_2,7,7,2,55.89253387,0.3333333333333333,66.66666666666667
SCI07,7,SCI07_7_3,7,7,3,56.32867911,0.4079601990049751,59.203980099502495
SCI07,7,SCI07_7_4,7,7,4,51.48265576,0.40630182421227196,59.369817578772796
SCI07,7,SCI07_7_5,7,7,5,45.96790981,0.40298507462686567,59.70149253731343
SCI07,7,SCI07_8_1,7,8,1,72.72312733,0.14096185737976782,85.90381426202322
SCI07,7,SCI07_8_2,7,8,2,70.09443092,0.25870646766169153,74.12935323383086
SCI07,7,SCI07_8_3,7,8,3,64.37818511,0.48092868988391374,51.90713101160862
SCI07,7,SCI07_8_4,7,8,4,54.22050384,0.3915171288743883,60.848287112561174
