ref,ref_num,img,img_num,comp,qual,mos,ter,ter_comp
SCI07,7,SCI07_8_5,7,8,5,41.53856676,0.6102819237147595,38.97180762852405
SCI07,7,SCI07_9_1,7,9,1,68.84623428,0.33001658374792703,66.9983416252073
SCI07,7,SCI07_9_2,7,9,2,63.47646211,0.2835820895522388,71.64179104477613
SCI07,7,SCI07_9_3,7,9,3,55.18565513,0.34991708126036486,65.00829187396351
SCI07,7,SCI07_9_4,7,9,4,43.24469367,0.4262023217247098,57.37976782752903
SCI07,7,SCI07_9_5,7,9,5,30.4801066,0.5428109854604201,45.718901453958
SCI08,8,SCI08_1_1,8,1,1,62.85743569,0.29321957790749886,70.67804220925011
SCI08,8,SCI08_1_2,8,1,2,46.4977367,0.06366874443455031,93.63312555654497
SCI08,8,SCI08_1_3,8,1,3,40.83690494,0.2967515364354697,70.32484635645304
SCI08,8,SCI08_1_4,8,1,4,31.09156397,0.9986492570914003,0.13507429085997114
SCI08,8,SCI08_1_5,8,1,5,29.67129705,0.9986492570914003,0.13507429085997114
SCI08,8,SCI08_2_1,8,2,1,55.00186799,0.26924808644754616,73.07519135524538
SCI08,8,SCI08_2_2,8,2,2,42.66865792,0.2809545249887438,71.90454750112562
SCI08,8,SCI08_2_3,8,2,3,38.40070995,0.19360648356596127,80.63935164340388
SCI08,8,SCI08_2_4,8,2,4,30.2450913,0.21386762719495722,78.61323728050428
SCI08,8,SCI08_2_5,8,2,5,26.81657762,0.5605583070688879,43.944169293111216
SCI08,8,SCI08_3_1,8,3,1,51.25207595,0.27735254389914454,72.26474561008554
SCI08,8,SCI08_3_2,8,3,2,39.52467459,0.25168842863574964,74.83115713642503
SCI08,8,SCI08_3_3,8,3,3,33.3215,0.3304817649707339,66.95182350292662
SCI08,8,SCI08_3_4,8,3,4,31.11758276,0.6506078343088699,34.93921656911301
SCI08,8,SCI08_3_5,8,3,5,27.79263654,0.7879333633498424,21.206663665015757
SCI08,8,SCI08_4_1,8,4,1,36.51120523,0.01170643854119766,98.82935614588023
SCI08,8,SCI08_4_2,8,4,2,51.65021669,0.00405222872579919,99.59477712742009
SCI08,8,SCI08_4_3,8,4,3,52.2299559,0.28140477262494373,71.85952273750561
SCI08,8,SCI08_4_4,8,4,4,54.15075699,0.0315173345339937,96.84826654660063
SCI08,8,SCI08_4_5,8,4,5,45.46802208,0.2838506522717049,71.61493477282951
SCI08,8,SCI08_5_1,8,5,1,68.73559697,0.06202924235711121,93.79707576428888
SCI08,8,SCI08_5_2,8,5,2,55.69003689,0.06199460916442048,93.80053908355795
SCI08,8,SCI08_5_3,8,5,3,43.76174769,0.15533543448896894,84.46645655110311
SCI08,8,SCI08_5_4,8,5,4,36.29758054,0.22467357046375508,77.5326429536245
SCI08,8,SCI08_5_5,8,5,5,25.73495093,0.5916253939666817,40.837460603331834
SCI08,8,SCI08_6_1,8,6,1,71.28548966,0.2844284428442844,71.55715571557155
SCI08,8,SCI08_6_2,8,6,2,63.19138969,0.28905898244034217,71.09410175596578
SCI08,8,SCI08_6_3,8,6,3,34.89060428,0.3146319569120287,68.53680430879713
SCI08,8,SCI08_6_4,8,6,4,37.92469426,0.33588473660513285,66.41152633948671
SCI08,8,SCI08_6_5,8,6,5,27.19834327,0.45520036019810894,54.479963980189105
SCI08,8,SCI08_7_1,8,7,1,74.56612616,0.00990544799639802,99.0094552003602
SCI08,8,SCI08_7_2,8,7,2,71.52403866,0.2719495722647456,72.80504277352544
SCI08,8,SCI08_7_3,8,7,3,63.91297221,0.28819599109131405,71.18040089086858
SCI08,8,SCI08_7_4,8,7,4,58.07849109,0.28187919463087246,71.81208053691275
SCI08,8,SCI08_7_5,8,7,5,50.99303044,0.053863134657836646,94.61368653421633
SCI08,8,SCI08_8_1,8,8,1,73.17187809,0.2809545249887438,71.90454750112562
SCI08,8,SCI08_8_2,8,8,2,69.93957559,0.2705988293561459,72.94011706438542
SCI08,8,SCI08_8_3,8,8,3,69.17149658,0.07782276203328835,92.21772379667117
SCI08,8,SCI08_8_4,8,8,4,58.70204778,0.2845565060783431,71.5443493921657
SCI08,8,SCI08_8_5,8,8,5,31.7114081,0.23638000900495273,76.36199909950473
SCI08,8,SCI08_9_1,8,9,1,66.54385496,0.2584421431787483,74.15578568212517
SCI08,8,SCI08_9_2,8,9,2,60.57376111,0.4547085201793722,54.52914798206279
SCI08,8,SCI08_9_3,8,9,3,53.07800558,0.2674470959027465,73.25529040972535
SCI08,8,SCI08_9_4,8,9,4,49.0836551,0.29040972534894194,70.9590274651058
SCI08,8,SCI08_9_5,8,9,5,44.40477192,0.27780279153534443,72.21972084646555
SCI09,9,SCI09_1_1,9,1,1,68.82722095,0.22857142857142856,77.14285714285715
SCI09,9,SCI09_1_2,9,1,2,51.16967432,0.2612244897959184,73.87755102040816
SCI09,9,SCI09_1_3,9,1,3,42.51064771,0.27346938775510204,72.6530612244898
SCI09,9,SCI09_1_4,9,1,4,31.23809575,0.9877551020408163,1.224489795918371
SCI09,9,SCI09_1_5,9,1,5,26.59347922,0.9877551020408163,1.224489795918371
SCI09,9,SCI09_2_1,9,2,1,63.29098356,0.124,87.6
SCI09,9,SCI09_2_2,9,2,2,51.85871105,0.1532567049808429,84.67432950191571
SCI09,9,SCI09_2_3,9,2,3,40.84328277,0.1510204081632653,84.89795918367346
SCI09,9,SCI09_2_4,9,2,4,41.57358999,0.24489795918367346,75.51020408163265
SCI09,9,SCI09_2_5,9,2,5,35.38720176,0.20408163265306123,79.59183673469387
SCI09,9,SCI09_3_1,9,3,1,58.26853166,0.24489795918367346,75.51020408163265
SCI09,9,SCI09_3_2,9,3,2,45.28908166,0.14285714285714285,85.71428571428572
SCI09,9,SCI09_3_3,9,3,3,40.57599334,0.2571428571428571,74.28571428571429
SCI09,9,SCI09_3_4,9,3,4,31.00486752,0.6979591836734694,30.204081632653057
SCI09,9,SCI09_3_5,9,3,5,29.4859844,0.3673469387755102,63.26530612244898
SCI09,9,SCI09_4_1,9,4,1,37.34900828,0.05714285714285714,94.28571428571428
SCI09,9,SCI09_4_2,9,4,2,53.21212967,0.11020408163265306,88.9795918367347
SCI09,9,SCI09_4_3,9,4,3,56.4950593,0.5686274509803921,43.13725490196079
SCI09,9,SCI09_4_4,9,4,4,53.67336227,0.2972972972972973,70.27027027027026
SCI09,9,SCI09_4_5,9,4,5,48.95006036,0.5963963963963964,40.36036036036036
SCI09,9,SCI09_5_1,9,5,1,63.51691945,0.5382716049382716,46.172839506172835
SCI09,9,SCI09_5_2,9,5,2,48.99638833,0.5733041575492341,42.669584245076585
SCI09,9,SCI09_5_3,9,5,3,46.12843802,0.6530612244897959,34.693877551020414
SCI09,9,SCI09_5_4,9,5,4,37.68894245,0.6016771488469602,39.832285115303975
SCI09,9,SCI09_5_5,9,5,5,29.12053609,0.5760517799352751,42.39482200647249
SCI09,9,SCI09_6_1,9,6,1,69.32052143,0.116,88.4
SCI09,9,SCI09_6_2,9,6,2,69.55372144,0.24489795918367346,75.51020408163265
SCI09,9,SCI09_6_3,9,6,3,47.31960446,0.5014577259475219,49.85422740524781
SCI09,9,SCI09_6_4,9,6,4,40.88556898,0.5799457994579946,42.005420054200535
SCI09,9,SCI09_6_5,9,6,5,30.57101506,0.6435845213849287,35.64154786150713
SCI09,9,SCI09_7_1,9,7,1,73.53644343,0.048,95.19999999999999
SCI09,9,SCI09_7_2,9,7,2,63.81648835,0.39473684210526316,60.526315789473685
SCI09,9,SCI09_7_3,9,7,3,57.58980886,0.43902439024390244,56.09756097560976
SCI09,9,SCI09_7_4,9,7,4,53.60112818,0.7319201995012469,26.80798004987531
SCI09,9,SCI09_7_5,9,7,5,43.24353775,0.7204610951008645,27.953890489913547
SCI09,9,SCI09_8_1,9,8,1,71.49994364,0.07755102040816327,92.24489795918367
SCI09,9,SCI09_8_2,9,8,2,74.78294411,0.08163265306122448,91.83673469387756
SCI09,9,SCI09_8_3,9,8,3,71.53523602,0.17142857142857143,82.85714285714285
SCI09,9,SCI09_8_4,9,8,4,66.24227773,0.12653061224489795,87.34693877551021
SCI09,9,SCI09_8_5,9,8,5,41.08226256,0.36893203883495146,63.106796116504846
SCI09,9,SCI09_9_1,9,9,1,73.51181492,0.19183673469387755,80.81632653061224
SCI09,9,SCI09_9_2,9,9,2,73.52240672,0.12653061224489795,87.34693877551021
SCI09,9,SCI09_9_3,9,9,3,65.37973187,0.24897959183673468,75.10204081632654
SCI09,9,SCI09_9_4,9,9,4,47.79980724,0.4220532319391635,57.79467680608366
SCI09,9,SCI09_9_5,9,9,5,44.77045783,0.6084788029925187,39.15211970074813
SCI10,10,SCI10_1_1,10,1,1,62.79974641,0.0,100.0
SCI10,10,SCI10_1_2,10,1,2,53.85114843,0.0,100.0
SCI10,10,SCI10_1_3,10,1,3,44.15502022,0.0,100.0
SCI10,10,SCI10_1_4,10,1,4,34.29206244,0.0,100.0
SCI10,10,SCI10_1_5,10,1,5,31.89090832,0.0,100.0
SCI10,10,SCI10_2_1,10,2,1,64.02306971,0.0,100.0
SCI10,10,SCI10_2_2,10,2,2,56.94972169,0.0,100.0
SCI10,10,SCI10_2_3,10,2,3,47.9886557,0.0,100.0
SCI10,10,SCI10_2_4,10,2,4,45.69826844,0.0,100.0
SCI10,10,SCI10_2_5,10,2,5,41.85786779,0.0,100.0
SCI10,10,SCI10_3_1,10,3,1,65.77554873,0.0,100.0
SCI10,10,SCI10_3_2,10,3,2,51.77550508,0.0,100.0
SCI10,10,SCI10_3_3,10,3,3,52.62264652,0.0,100.0
SCI10,10,SCI10_3_4,10,3,4,47.32878438,0.0,100.0
SCI10,10,SCI10_3_5,10,3,5,38.83592402,0.0,100.0
SCI10,10,SCI10_4_1,10,4,1,37.71324456,0.0,100.0
SCI10,10,SCI10_4_2,10,4,2,53.67408949,0.0,100.0
SCI10,10,SCI10_4_3,10,4,3,61.91876503,0.0,100.0
SCI10,10,SCI10_4_4,10,4,4,57.90671593,0.0,100.0
SCI10,10,SCI10_4_5,10,4,5,64.85380407,0.0,100.0
SCI10,10,SCI10_5_1,10,5,1,70.18463478,0.0,100.0
SCI10,10,SCI10_5_2,10,5,2,68.36690662,0.0,100.0
SCI10,10,SCI10_5_3,10,5,3,55.82480657,0.0,100.0
SCI10,10,SCI10_5_4,10,5,4,52.45716916,0.0,100.0
SCI10,10,SCI10_5_5,10,5,5,41.20433081,0.0,100.0
SCI10,10,SCI10_6_1,10,6,1,71.60606668,0.0,100.0
SCI10,10,SCI10_6_2,10,6,2,70.66785412,0.0,100.0
SCI10,10,SCI10_6_3,10,6,3,55.96026414,0.0,100.0
SCI10,10,SCI10_6_4,10,6,4,46.93350061,0.0,100.0
SCI10,10,SCI10_6_5,10,6,5,42.10623404,0.0,100.0
SCI10,10,SCI10_7_1,10,7,1,75.52908481,0.0,100.0
SCI10,10,SCI10_7_2,10,7,2,67.09587819,0.0,100.0
SCI10,10,SCI10_7_3,10,7,3,57.62450077,0.0,100.0
SCI10,10,SCI10_7_4,10,7,4,52.68701596,0.0,100.0
SCI10,10,SCI10_7_5,10,7,5,43.91243374,0.0,100.0
SCI10,10,SCI10_8_1,10,8,1,73.92694989,0.0,100.0
SCI10,10,SCI10_8_2,10,8,2,73.61088512,0.0,100.0
SCI10,10,SCI10_8_3,10,8,3,71.10328628,0.0,100.0
SCI10,10,SCI10_8_4,10,8,4,63.15914437,0.0,100.0
SCI10,10,SCI10_8_5,10,8,5,54.13977091,0.0,100.0
SCI10,10,SCI10_9_1,10,9,1,67.86700278,0.9655172413793104,3.4482758620689613
SCI10,10,SCI10_9_2,10,9,2,63.10343518,0.0,100.0
SCI10,10,SCI10_9_3,10,9,3,59.29602377,0.5,50.0
SCI10,10,SCI10_9_4,10,9,4,50.32977763,0.5,50.0
SCI10,10,SCI10_9_5,10,9,5,39.44911129,0.0,100.0
SCI11,11,SCI11_1_1,11,1,1,61.25741413,0.38560687432867885,61.439312567132106
SCI11,11,SCI11_1_2,11,1,2,41.89073155,0.03482045701849837,96.51795429815017
SCI11,11,SCI11_1_3,11,1,3,37.26688707,0.38526315789473686,61.473684210526315
SCI11,11,SCI11_1_4,11,1,4,30.92701054,0.8599779492833517,14.00220507166483
SCI11,11,SCI11_1_5,11,1,5,26.15197867,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_2_1,11,2,1,58.10799732,0.6085997794928335,39.14002205071665
SCI11,11,SCI11_2_2,11,2,2,43.64613554,0.016357688113413305,98.36423118865866
SCI11,11,SCI11_2_3,11,2,3,38.09828128,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_2_4,11,2,4,34.30850673,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_2_5,11,2,5,27.38440866,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_3_1,11,3,1,53.88463162,0.012127894156560088,98.78721058434398
SCI11,11,SCI11_3_2,11,3,2,46.45249296,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_3_3,11,3,3,35.69187093,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_3_4,11,3,4,26.67791407,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_3_5,11,3,5,28.70499532,0.9966923925027563,0.3307607497243681
SCI11,11,SCI11_4_1,11,4,1,35.32294292,0.005512679162072767,99.44873208379272
SCI11,11,SCI11_4_2,11,4,2,48.51916375,0.005512679162072767,99.44873208379272
SCI11,11,SCI11_4_3,11,4,3,57.54217803,0.09182643794147326,90.81735620585268
SCI11,11,SCI11_4_4,11,4,4,56.25032386,0.09182643794147326,90.81735620585268
SCI11,11,SCI11_4_5,11,4,5,47.97948219,0.09292929292929293,90.7070707070707
SCI11,11,SCI11_5_1,11,5,1,66.49486466,0.36882546652030734,63.11745334796927
SCI11,11,SCI11_5_2,11,5,2,58.49501466,0.3790849673202614,62.091503267973856
SCI11,11,SCI11_5_3,11,5,3,46.92440443,0.36824696802646084,63.17530319735391
SCI11,11,SCI11_5_4,11,5,4,32.08062967,0.42486486486486486,57.513513513513516
SCI11,11,SCI11_5_5,11,5,5,30.72176519,0.4906284454244763,50.93715545755237
SCI11,11,SCI11_6_1,11,6,1,72.62894144,0.013230429988974642,98.67695700110254
SCI11,11,SCI11_6_2,11,6,2,65.02407337,0.010976948408342482,98.90230515916575
SCI11,11,SCI11_6_3,11,6,3,54.01602919,0.025246981339187707,97.47530186608124
SCI11,11,SCI11_6_4,11,6,4,45.94046422,0.0334051724137931,96.65948275862068
SCI11,11,SCI11_6_5,11,6,5,36.04674985,0.035908596300326445,96.40914036996735
SCI11,11,SCI11_7_1,11,7,1,72.01399801,0.0033076074972436605,99.66923925027564
SCI11,11,SCI11_7_2,11,7,2,64.76460866,0.004410143329658214,99.55898566703418
SCI11,11,SCI11_7_3,11,7,3,58.80034686,0.004410143329658214,99.55898566703418
SCI11,11,SCI11_7_4,11,7,4,51.69670316,0.004410143329658214,99.55898566703418
SCI11,11,SCI11_7_5,11,7,5,45.76216866,0.09375,90.625
SCI11,11,SCI11_8_1,11,8,1,70.89205718,0.36433260393873085,63.56673960612691
SCI11,11,SCI11_8_2,11,8,2,62.7049768,0.018722466960352423,98.12775330396477
SCI11,11,SCI11_8_3,11,8,3,66.84897833,0.012127894156560088,98.78721058434398
SCI11,11,SCI11_8_4,11,8,4,60.41003608,0.023127753303964757,97.68722466960352
SCI11,11,SCI11_8_5,11,8,5,32.4929301,0.14112458654906285,85.88754134509371
SCI11,11,SCI11_9_1,11,9,1,62.50020472,0.04962243797195254,95.03775620280474
SCI11,11,SCI11_9_2,11,9,2,67.45353011,0.37648327939590076,62.351672060409925
SCI11,11,SCI11_9_3,11,9,3,51.60433988,0.3871319520174482,61.286804798255176
SCI11,11,SCI11_9_4,11,9,4,47.27882722,0.36553238199780463,63.446761800219534
SCI11,11,SCI11_9_5,11,9,5,39.37883776,0.6052921719955898,39.470782800441015
SCI12,12,SCI12_1_1,12,1,1,69.59271149,0.01643598615916955,98.35640138408304
SCI12,12,SCI12_1_2,12,1,2,53.08103691,0.01903114186851211,98.09688581314879
SCI12,12,SCI12_1_3,12,1,3,43.66090655,0.05968858131487889,94.03114186851211
SCI12,12,SCI12_1_4,12,1,4,34.48862807,0.9896193771626297,1.038062283737029
SCI12,12,SCI12_1_5,12,1,5,29.11189217,0.9922145328719724,0.7785467128027634
SCI12,12,SCI12_2_1,12,2,1,55.95186411,0.0328719723183391,96.7128027681661
SCI12,12,SCI12_2_2,12,2,2,44.12584761,0.04498269896193772,95.50173010380622
SCI12,12,SCI12_2_3,12,2,3,40.83476563,0.06228373702422145,93.77162629757785
SCI12,12,SCI12_2_4,12,2,4,38.81125719,0.222318339100346,77.76816608996539
SCI12,12,SCI12_2_5,12,2,5,27.95574467,0.2698961937716263,73.01038062283737
SCI12,12,SCI12_3_1,12,3,1,48.26443049,0.05363321799307959,94.63667820069203
SCI12,12,SCI12_3_2,12,3,2,41.81807496,0.26038062283737023,73.96193771626298
SCI12,12,SCI12_3_3,12,3,3,42.651988,0.25432525951557095,74.5674740484429
SCI12,12,SCI12_3_4,12,3,4,32.77998543,0.5034602076124568,49.65397923875432
SCI12,12,SCI12_3_5,12,3,5,25.11271657,0.9325259515570934,6.747404844290661
SCI12,12,SCI12_4_1,12,4,1,34.13208376,0.00865051903114187,99.13494809688581
SCI12,12,SCI12_4_2,12,4,2,50.05713642,0.015570934256055362,98.44290657439446
SCI12,12,SCI12_4_3,12,4,3,57.35356544,0.03200692041522491,96.79930795847751
SCI12,12,SCI12_4_4,12,4,4,56.88391526,0.026816608996539794,97.31833910034602
SCI12,12,SCI12_4_5,12,4,5,52.01252981,0.33076263924592975,66.92373607540702
SCI12,12,SCI12_5_1,12,5,1,65.0312526,0.01903114186851211,98.09688581314879
SCI12,12,SCI12_5_2,12,5,2,54.55762354,0.031141868512110725,96.88581314878893
SCI12,12,SCI12_5_3,12,5,3,51.78910476,0.05445116681071737,94.55488331892826
SCI12,12,SCI12_5_4,12,5,4,36.06256014,0.47923875432525953,52.07612456747405
SCI12,12,SCI12_5_5,12,5,5,36.19109053,0.1782006920415225,82.17993079584775
SCI12,12,SCI12_6_1,12,6,1,69.47718024,0.00865051903114187,99.13494809688581
SCI12,12,SCI12_6_2,12,6,2,72.01877104,0.010380622837370242,98.96193771626297
SCI12,12,SCI12_6_3,12,6,3,61.38456697,0.017226528854435832,98.2773471145564
SCI12,12,SCI12_6_4,12,6,4,50.48987552,0.04145077720207254,95.85492227979275
SCI12,12,SCI12_6_5,12,6,5,31.77078957,0.08777969018932874,91.22203098106712
SCI12,12,SCI12_7_1,12,7,1,73.25013134,0.009515570934256055,99.0484429065744
SCI12,12,SCI12_7_2,12,7,2,65.40838615,0.01730103806228374,98.26989619377161
SCI12,12,SCI12_7_3,12,7,3,64.17075771,0.01730103806228374,98.26989619377161
SCI12,12,SCI12_7_4,12,7,4,60.88082781,0.01730103806228374,98.26989619377161
SCI12,12,SCI12_7_5,12,7,5,50.60594247,0.02070750647109577,97.92924935289042
SCI12,12,SCI12_8_1,12,8,1,71.54989607,0.012110726643598616,98.78892733564014
SCI12,12,SCI12_8_2,12,8,2,71.14372014,0.02249134948096886,97.75086505190312
SCI12,12,SCI12_8_3,12,8,3,70.17814505,0.025086505190311418,97.49134948096886
SCI12,12,SCI12_8_4,12,8,4,67.17358885,0.025086505190311418,97.49134948096886
SCI12,12,SCI12_8_5,12,8,5,53.54175667,0.056179775280898875,94.3820224719101
SCI12,12,SCI12_9_1,12,9,1,74.19914543,0.010380622837370242,98.96193771626297
SCI12,12,SCI12_9_2,12,9,2,69.08214473,0.005190311418685121,99.48096885813149
SCI12,12,SCI12_9_3,12,9,3,68.05641203,0.01124567474048443,98.87543252595155
SCI12,12,SCI12_9_4,12,9,4,51.88604204,0.02422145328719723,97.57785467128028
SCI12,12,SCI12_9_5,12,9,5,60.66810059,0.014655172413793103,98.53448275862068
SCI13,13,SCI13_1_1,13,1,1,63.359881,0.362876254180602,63.7123745819398
SCI13,13,SCI13_1_2,13,1,2,50.23615079,0.6956521739130435,30.434782608695656
SCI13,13,SCI13_1_3,13,1,3,46.09035481,0.3305785123966942,66.94214876033058
SCI13,13,SCI13_1_4,13,1,4,34.64546138,0.68561872909699,31.438127090301005
SCI13,13,SCI13_1_5,13,1,5,27.94708945,0.9782608695652174,2.1739130434782594
SCI13,13,SCI13_2_1,13,2,1,59.73789735,0.44568690095846647,55.431309904153345
SCI13,13,SCI13_2_2,13,2,2,48.08819499,0.637123745819398,36.2876254180602
SCI13,13,SCI13_2_3,13,2,3,44.3199728,0.8260869565217391,17.391304347826086
SCI13,13,SCI13_2_4,13,2,4,37.17954979,0.9347826086956522,6.521739130434778
SCI13,13,SCI13_2_5,13,2,5,31.08169694,0.9899665551839465,1.0033444816053505
SCI13,13,SCI13_3_1,13,3,1,53.65855112,0.8444816053511706,15.551839464882944
SCI13,13,SCI13_3_2,13,3,2,44.14386391,0.9163879598662207,8.361204013377932
SCI13,13,SCI13_3_3,13,3,3,37.37412273,0.9414715719063546,5.852842809364544
SCI13,13,SCI13_3_4,13,3,4,30.36439716,0.9214046822742475,7.859531772575245
SCI13,13,SCI13_3_5,13,3,5,29.20205806,0.939799331103679,6.020066889632103
SCI13,13,SCI13_4_1,13,4,1,36.81730108,0.051839464882943144,94.81605351170569
SCI13,13,SCI13_4_2,13,4,2,52.06575371,0.056856187290969896,94.31438127090301
SCI13,13,SCI13_4_3,13,4,3,57.26519793,0.717391304347826,28.260869565217394
SCI13,13,SCI13_4_4,13,4,4,55.51225783,0.39464882943143814,60.535117056856194
SCI13,13,SCI13_4_5,13,4,5,50.42064321,0.4433497536945813,55.66502463054187
SCI13,13,SCI13_5_1,13,5,1,66.07783929,0.3762541806020067,62.37458193979932
SCI13,13,SCI13_5_2,13,5,2,67.34883639,0.3528428093645485,64.71571906354515
SCI13,13,SCI13_5_3,13,5,3,60.72959032,0.42642140468227424,57.35785953177257
SCI13,13,SCI13_5_4,13,5,4,42.42836372,0.6454849498327759,35.45150501672241
SCI13,13,SCI13_5_5,13,5,5,34.34436167,0.6204013377926422,37.95986622073578
SCI13,13,SCI13_6_1,13,6,1,68.91883585,0.24414715719063546,75.58528428093645
SCI13,13,SCI13_6_2,13,6,2,64.52640475,0.705685618729097,29.431438127090303
SCI13,13,SCI13_6_3,13,6,3,46.09428355,0.7675585284280937,23.244147157190632
SCI13,13,SCI13_6_4,13,6,4,39.9563203,0.4765886287625418,52.34113712374582
SCI13,13,SCI13_6_5,13,6,5,28.79194247,0.677257525083612,32.274247491638796
SCI13,13,SCI13_7_1,13,7,1,71.32638269,0.36764705882352944,63.23529411764706
SCI13,13,SCI13_7_2,13,7,2,59.28622727,0.3360927152317881,66.3907284768212
SCI13,13,SCI13_7_3,13,7,3,55.9299291,0.45548961424332346,54.45103857566765
SCI13,13,SCI13_7_4,13,7,4,53.56595974,0.36084142394822005,63.915857605178
SCI13,13,SCI13_7_5,13,7,5,51.87237077,0.7128874388254486,28.711256117455143
SCI13,13,SCI13_8_1,13,8,1,69.37867746,0.3912337662337662,60.876623376623385
SCI13,13,SCI13_8_2,13,8,2,70.63690399,0.4414715719063545,55.85284280936455
SCI13,13,SCI13_8_3,13,8,3,66.94535094,0.33713355048859933,66.28664495114008
SCI13,13,SCI13_8_4,13,8,4,63.29074043,0.42474916387959866,57.52508361204014
SCI13,13,SCI13_8_5,13,8,5,48.72756278,0.5852842809364549,41.47157190635451
SCI13,13,SCI13_9_1,13,9,1,65.68367021,0.4149443561208267,58.50556438791733
SCI13,13,SCI13_9_2,13,9,2,66.83949054,0.3695652173913043,63.04347826086957
SCI13,13,SCI13_9_3,13,9,3,60.87541072,0.42071197411003236,57.92880258899677
SCI13,13,SCI13_9_4,13,9,4,47.37895696,0.5190713101160862,48.09286898839138
SCI13,13,SCI13_9_5,13,9,5,41.76269477,0.6070234113712375,39.29765886287625
SCI14,14,SCI14_1_1,14,1,1,58.18602412,0.0,100.0
SCI14,14,SCI14_1_2,14,1,2,41.52801716,0.0,100.0
SCI14,14,SCI14_1_3,14,1,3,34.64353287,0.0,100.0
SCI14,14,SCI14_1_4,14,1,4,29.98783235,0.0,100.0
SCI14,14,SCI14_1_5,14,1,5,27.17424289,0.0,100.0
SCI14,14,SCI14_2_1,14,2,1,61.78828578,0.0,100.0
SCI14,14,SCI14_2_2,14,2,2,58.04032552,0.0,100.0
SCI14,14,SCI14_2_3,14,2,3,50.55540234,0.0,100.0
SCI14,14,SCI14_2_4,14,2,4,51.8757052,0.0,100.0
SCI14,14,SCI14_2_5,14,2,5,43.56525071,0.0,100.0
SCI14,14,SCI14_3_1,14,3,1,62.62261753,0.0,100.0
SCI14,14,SCI14_3_2,14,3,2,54.03722859,0.0,100.0
SCI14,14,SCI14_3_3,14,3,3,50.74679268,0.0,100.0
SCI14,14,SCI14_3_4,14,3,4,41.33336211,0.0,100.0
SCI14,14,SCI14_3_5,14,3,5,43.32388903,0.0,100.0
SCI14,14,SCI14_4_1,14,4,1,35.92665389,0.0,100.0
SCI14,14,SCI14_4_2,14,4,2,53.1042146,0.0,100.0
SCI14,14,SCI14_4_3,14,4,3,62.11806726,0.0,100.0
SCI14,14,SCI14_4_4,14,4,4,42.30960722,0.7857142857142857,21.42857142857143
SCI14,14,SCI14_4_5,14,4,5,45.19763217,0.0,100.0
SCI14,14,SCI14_5_1,14,5,1,65.77729157,0.0,100.0
SCI14,14,SCI14_5_2,14,5,2,61.41221648,0.0,100.0
SCI14,14,SCI14_5_3,14,5,3,51.79472287,0.0,100.0
SCI14,14,SCI14_5_4,14,5,4,33.26393387,0.0,100.0
SCI14,14,SCI14_5_5,14,5,5,24.57386791,0.0,100.0
SCI14,14,SCI14_6_1,14,6,1,69.66335495,0.0,100.0
SCI14,14,SCI14_6_2,14,6,2,72.51965432,0.0,100.0
SCI14,14,SCI14_6_3,14,6,3,70.84478733,0.0,100.0
SCI14,14,SCI14_6_4,14,6,4,66.47501466,0.0,100.0
SCI14,14,SCI14_6_5,14,6,5,58.3713541,0.0,100.0
SCI14,14,SCI14_7_1,14,7,1,69.39978088,0.0,100.0
SCI14,14,SCI14_7_2,14,7,2,63.44790745,0.0,100.0
SCI14,14,SCI14_7_3,14,7,3,55.14695097,0.0,100.0
SCI14,14,SCI14_7_4,14,7,4,47.47610219,0.0,100.0
SCI14,14,SCI14_7_5,14,7,5,50.53860359,0.0,100.0
SCI14,14,SCI14_8_1,14,8,1,73.29460839,0.0,100.0
SCI14,14,SCI14_8_2,14,8,2,62.9876533,0.0,100.0
SCI14,14,SCI14_8_3,14,8,3,53.23297479,0.0,100.0
SCI14,14,SCI14_8_4,14,8,4,38.34073731,0.0,100.0
SCI14,14,SCI14_8_5,14,8,5,28.52994645,0.0,100.0
SCI14,14,SCI14_9_1,14,9,1,70.89651448,0.0,100.0
SCI14,14,SCI14_9_2,14,9,2,68.4970034,0.0,100.0
SCI14,14,SCI14_9_3,14,9,3,63.29129889,0.0,100.0
SCI14,14,SCI14_9_4,14,9,4,47.23636177,0.0,100.0
SCI14,14,SCI14_9_5,14,9,5,38.64178004,0.5,50.0
SCI15,15,SCI15_1_1,15,1,1,67.20984191,0.06165703275529865,93.83429672447014
SCI15,15,SCI15_1_2,15,1,2,49.80805332,0.11038961038961038,88.96103896103897
SCI15,15,SCI15_1_3,15,1,3,38.56241481,0.09922928709055877,90.07707129094412
SCI15,15,SCI15_1_4,15,1,4,32.71429388,0.5346820809248555,46.53179190751445
SCI15,15,SCI15_1_5,15,1,5,28.39170591,0.9595375722543352,4.046242774566478
SCI15,15,SCI15_2_1,15,2,1,58.02502498,0.11753371868978806,88.2466281310212
SCI15,15,SCI15_2_2,15,2,2,46.45036699,0.5867052023121387,41.32947976878613
